///////////////////////////////////////////////////////////////////////////////////////////////																
//	[ Text Version ]	1.1.0.2														
//	[ Test Sever ver ]	-														
//	[ Main Sever ver ]	-														
//	[ Athor ]	최승수														
//	[ Data ]	2011-01-28 01:25 AM														
//	[ 내용 ]	버그 수정														
///////////////////////////////////////////////////////////////////////////////////////////////																
// script type 																
// 0 : 움직이지 않는 몬스터.(리젠 좌표 고정형) 1.3: 기준 좌표 내 랜덤 생성																
// 1 : 악마의 광장.데비아스.노리아(일본사용)																
// 2 : 일반 몬스터																
// 3 : 생성되기만 하고 활동은 하지 않는 몬스터(즉 안보이다가 이벤트 발생시 살아남) - 복주머니 이벤트시 해당 카테고리 사용																
// 3 : type mapnumber distance x y dir total //distance는 해당 거리만큼 타일 주위에서 랜덤 생성// dir은 NPC 방향																
// 4 : 블러드캐슬 및 카오스캐슬 전용																
// 데이터 중간에 추가하지말고 무조건 최하단으로 추가할 것																
	//type		distance	x	y	x	y	dir	total							
	427	53	30	36	81	6										
	426	53	30	39	82	6										
	427	53	30	41	86	6										
	426	53	30	42	94	6										
	427	53	30	35	92	6										
	426	53	30	34	90	6										
	427	53	30	38	101	6										
	426	53	30	30	105	6										
	427	53	30	26	102	6										
	426	53	30	28	100	6										
	427	53	30	38	106	6										
	426	53	30	35	102	6										
	427	53	30	42	102	6										
	426	53	30	43	96	6										
	427	53	30	30	88	6										
	426	53	30	25	91	6										
	427	53	30	29	91	6										
	426	53	30	30	98	6										
	427	53	30	41	93	6										
	426	53	30	41	89	6										
	427	53	30	43	91	6										
	426	53	30	39	95	6										
	427	53	30	32	101	6										
	426	53	30	29	103	6										
	427	53	30	33	105	6										
	426	53	30	25	97	6										
	427	53	30	24	94	6										
	426	53	30	27	88	6										
	427	53	30	32	94	6										
	426	53	30	32	89	6										
	427	53	30	36	92	6										
	426	53	30	37	89	6										
	427	53	30	40	91	6										
	426	53	30	38	99	6										
	427	53	30	40	101	6										
	426	53	30	43	81	6										
	427	53	30	36	76	6										
	426	53	30	42	75	6										
	427	53	30	26	75	6										
	426	53	30	24	80	6										
	427	53	30	30	82	6										
	426	53	30	24	89	6										
	427	53	30	24	86	6										
	426	53	30	24	101	6										
	427	53	30	37	104	6										
	426	53	30	41	96	6										
	427	53	30	39	87	6										
	426	53	30	41	76	6										
	427	53	30	38	84	6										
	426	53	30	38	96	6										
	427	53	30	30	95	6										
	426	53	30	32	78	6										
	427	53	30	29	86	6										
	426	53	30	27	104	6										
	427	53	30	40	104	6										
	426	53	30	44	102	6										
	427	53	30	43	98	6										
	426	53	30	39	93	6										
	427	53	30	41	84	6										
end																
//------------------------------------------------------------																
//설날이벤트(2007.213-20) (칸투르)																
//------------------------------------------------------------																
3																
//	365	37	30	1	1	255	255	-1	40							
end																
//------------------------------------------------------------																
//설날이벤트(2007.213-20) (아이다)																
//------------------------------------------------------------																
3																
//	365	33	30	1	1	255	255	-1	40							
end																
//------------------------------------------------------------																
//설날이벤트(2007.213-20) (타르칸)																
//------------------------------------------------------------																
3																
//	365	8	30	1	1	255	255	-1	40							
end																
//------------------------------------------------------------																
//설날이벤트(2007.213-20) (로스트타워)																
//------------------------------------------------------------																
3																
//	365	4	30	1	1	255	255	-1	40							
end																
//------------------------------------------------------------																
//설날이벤트(2007.213-20) (아틀란스)																
//------------------------------------------------------------																
3																
//	365	7	30	1	1	255	255	-1	30							
end																
//평온의늪(5시방향 섬)																
2																
	441	56	5	198	198	-1										
	441	56	5	207	202	-1										
	441	56	5	198	208	-1										
	441	56	5	198	214	-1										
	441	56	5	173	215	-1										
	441	56	5	173	222	-1										
	442	56	5	210	196	-1										
	442	56	5	220	192	-1										
	442	56	5	220	217	-1										
	442	56	5	224	217	-1										
	442	56	5	216	177	-1										
	442	56	5	230	173	-1										
	442	56	5	218	171	-1										
	442	56	5	227	169	-1										
	441	56	5	220	184	-1										
	441	56	5	226	184	-1										
	442	56	5	231	197	-1										
	442	56	5	189	226	-1										
	442	56	5	201	228	-1										
	447	56	5	195	222	-1										
	447	56	5	180	218	-1										
	447	56	5	177	223	-1										
	447	56	5	190	233	-1										
	447	56	5	199	234	-1										
	442	56	5	207	234	-1										
	447	56	5	214	234	-1										
	447	56	5	224	234	-1										
	447	56	5	231	235	-1										
	447	56	5	238	233	-1										
	447	56	5	236	238	-1										
	447	56	5	239	227	-1										
	441	56	5	203	198	-1										
	441	56	5	233	204	-1										
	441	56	5	229	202	-1										
	441	56	5	236	201	-1										
	442	56	5	228	194	-1										
	442	56	5	235	194	-1										
	441	56	5	226	210	-1										
	441	56	5	237	210	-1										
	557	56	30	215	150	-1										
	557	56	30	218	142	-1										
	557	56	30	222	152	-1										
	557	56	30	212	137	-1										
	557	56	30	205	131	-1										
	557	56	30	197	127	-1										
	557	56	30	191	150	-1										
	557	56	30	200	145	-1										
	557	56	30	201	153	-1										
	558	56	30	218	136	-1										
	558	56	30	210	148	-1										
	558	56	30	226	151	-1										
	558	56	30	215	133	-1										
	558	56	30	177	142	-1										
	558	56	30	178	123	-1										
	558	56	30	180	130	-1										
	558	56	30	186	113	-1										
	558	56	30	195	108	-1										
	559	56	30	202	113	-1										
	559	56	30	190	112	-1										
	559	56	30	198	110	-1										
	559	56	30	182	124	-1										
	559	56	30	176	129	-1										
	559	56	30	181	143	-1										
	559	56	30	178	136	-1										
	559	56	30	189	144	-1										
	558	56	30	181	139	-1										
	558	56	30	180	127	-1										
	558	56	30	213	147	-1										
	558	56	30	223	148	-1										
end																
//평온의늪(7시방향 섬)																
2																
	444	56	5	222	10	-1										
	444	56	5	228	10	-1										
	444	56	5	224	14	-1										
	444	56	5	217	24	-1										
	444	56	5	229	27	-1										
	444	56	5	209	29	-1										
	444	56	5	206	39	-1										
	444	56	5	236	56	-1										
	444	56	5	236	68	-1										
	444	56	5	236	80	-1										
	444	56	5	232	88	-1										
	444	56	5	221	88	-1										
	444	56	5	217	82	-1										
	445	56	5	234	9	-1										
	445	56	5	232	15	-1										
	445	56	5	237	14	-1										
	445	56	5	232	21	-1										
	445	56	5	225	28	-1										
	445	56	5	213	27	-1										
	445	56	5	205	33	-1										
	445	56	5	206	44	-1										
	445	56	5	236	63	-1										
	445	56	5	236	74	-1										
	445	56	5	236	86	-1										
	445	56	5	216	86	-1										
	448	56	5	206	49	-1										
	448	56	5	232	68	-1										
	448	56	5	231	82	-1										
	448	56	5	221	84	-1										
	448	56	5	236	90	-1										
	448	56	5	220	27	-1										
	448	56	5	210	34	-1										
	445	56	5	230	74	-1										
	448	56	5	233	77	-1										
	445	56	5	220	80	-1										
	445	56	5	226	89	-1										
	444	56	5	232	11	-1										
	444	56	5	206	30	-1										
	444	56	5	233	72	-1										
	557	56	30	195	41	-1										
	557	56	30	175	41	-1										
	557	56	30	162	41	-1										
	558	56	30	153	39	-1										
	558	56	30	157	36	-1										
	558	56	30	157	38	-1										
	559	56	30	141	45	-1										
	559	56	30	145	46	-1										
	559	56	30	151	14	-1										
	559	56	30	144	44	-1										
	558	56	30	155	14	-1										
	558	56	30	165	28	-1										
	558	56	30	134	34	-1										
	558	56	30	128	29	-1										
	559	56	30	132	28	-1										
	559	56	30	152	17	-1										
	559	56	30	131	31	-1										
	557	56	30	121	21	-1										
	557	56	30	123	19	-1										
	557	56	30	123	22	-1										
	557	56	30	163	28	-1										
	557	56	30	164	25	-1										
	557	56	30	167	26	-1										
	557	56	30	151	43	-1										
	557	56	30	148	26	-1										
	557	56	30	145	23	-1										
	557	56	30	158	17	-1										
end																
//평온의늪(11시방향 섬)																
2																
	443	56	5	36	44	-1										
	443	56	5	41	44	-1										
	443	56	5	36	51	-1										
	443	56	5	40	49	-1										
	443	56	5	24	49	-1										
	443	56	5	10	44	-1										
	443	56	5	10	50	-1										
	443	56	5	13	47	-1										
	443	56	5	50	44	-1										
	443	56	5	52	11	-1										
	443	56	5	51	27	-1										
	443	56	5	58	20	-1										
	443	56	5	68	15	-1										
	443	56	5	69	23	-1										
	443	56	5	39	20	-1										
	443	56	5	41	26	-1										
	445	56	5	27	53	-1										
	445	56	5	32	53	-1										
	445	56	5	29	43	-1										
	445	56	5	9	47	-1										
	445	56	5	8	34	-1										
	445	56	5	9	22	-1										
	445	56	5	12	11	-1										
	445	56	5	19	11	-1										
	445	56	5	27	23	-1										
	445	56	5	33	23	-1										
	445	56	5	54	15	-1										
	445	56	5	55	24	-1										
	445	56	5	42	14	-1										
	445	56	5	62	16	-1										
	446	56	5	16	15	-1										
	446	56	5	24	10	-1										
	446	56	5	27	11	-1										
	446	56	5	20	30	-1										
	446	56	5	13	32	-1										
	446	56	5	18	45	-1										
	446	56	5	45	27	-1										
	446	56	5	52	20	-1										
	446	56	5	23	23	-1										
	557	56	30	12	87	-1										
	557	56	30	14	85	-1										
	557	56	30	21	128	-1										
	557	56	30	23	126	-1										
	557	56	30	23	102	-1										
	557	56	30	26	97	-1										
	557	56	30	37	120	-1										
	557	56	30	40	117	-1										
	557	56	30	53	109	-1										
	557	56	30	52	75	-1										
	558	56	30	15	89	-1										
	558	56	30	26	100	-1										
	558	56	30	12	112	-1										
	558	56	30	21	124	-1										
	558	56	30	24	121	-1										
	558	56	30	23	112	-1										
	558	56	30	41	123	-1										
	558	56	30	43	118	-1										
	558	56	30	35	114	-1										
	558	56	30	57	108	-1										
	558	56	30	53	104	-1										
	558	56	30	60	78	-1										
	559	56	30	54	113	-1										
	559	56	30	45	97	-1										
	559	56	30	42	82	-1										
	559	56	30	52	79	-1										
	559	56	30	56	77	-1										
	559	56	30	44	123	-1										
	559	56	30	41	111	-1										
	559	56	30	57	105	-1										
	558	56	30	15	127	-1										
	558	56	30	11	118	-1										
	558	56	30	18	112	-1										
	559	56	30	26	116	-1										
	559	56	30	14	104	-1										
	559	56	30	13	93	-1										
end																
//평온의늪(1시방향 섬)																
2																
	443	56	5	68	192	-1										
	443	56	5	68	202	-1										
	443	56	5	68	215	-1										
	443	56	5	67	235	-1										
	443	56	5	86	220	-1										
	443	56	5	46	203	-1										
	443	56	5	42	229	-1										
	443	56	5	52	232	-1										
	443	56	5	42	218	-1										
	443	56	5	68	224	-1										
	448	56	5	57	203	-1										
	448	56	5	34	231	-1										
	448	56	5	48	227	-1										
	448	56	5	57	237	-1										
	448	56	5	68	230	-1										
	448	56	5	82	223	-1										
	448	56	5	41	200	-1										
	448	56	5	29	235	-1										
	448	56	5	26	226	-1										
	448	56	5	34	192	-1										
	449	56	5	12	182	-1										
	449	56	5	19	182	-1										
	449	56	5	10	192	-1										
	449	56	5	14	224	-1										
	449	56	5	20	233	-1										
	449	56	5	30	186	-1										
	449	56	5	25	209	-1										
	449	56	5	46	234	-1										
	448	56	5	83	219	-1										
	449	56	5	20	211	-1										
	449	56	5	30	230	-1										
	449	56	5	85	223	-1										
	449	56	5	23	212	-1										
	449	56	5	23	205	-1										
	449	56	5	20	207	-1										
	449	56	5	28	188	-1										
	449	56	5	28	183	-1										
	448	56	5	33	184	-1										
	443	56	5	50	202	-1										
	558	56	30	107	224	-1										
	558	56	30	109	219	-1										
	557	56	30	110	210	-1										
	557	56	30	134	232	-1										
	557	56	30	133	225	-1										
	557	56	30	132	186	-1										
	557	56	30	129	164	-1										
	557	56	30	99	167	-1										
	557	56	30	111	170	-1										
	557	56	30	102	168	-1										
	557	56	30	108	231	-1										
	557	56	30	108	229	-1										
	557	56	30	106	191	-1										
	557	56	30	108	188	-1										
	558	56	30	111	231	-1										
	558	56	30	105	230	-1										
	558	56	30	110	190	-1										
	558	56	30	110	185	-1										
	558	56	30	112	166	-1										
	558	56	30	109	167	-1										
	558	56	30	132	165	-1										
	558	56	30	134	189	-1										
	558	56	30	135	229	-1										
	559	56	30	129	229	-1										
	559	56	30	136	223	-1										
	559	56	30	134	210	-1										
	559	56	30	136	185	-1										
	559	56	30	130	183	-1										
	559	56	30	129	169	-1										
	559	56	30	134	169	-1										
	559	56	30	100	170	-1										
	559	56	30	112	213	-1										
	559	56	30	107	213	-1										
end																
//------------------------------------------------------------																
//아이다 - 추가																
//------------------------------------------------------------																
2																
	307	33	30	168	82	-1										
	307	33	30	166	73	-1										
	307	33	30	234	36	-1										
	306	33	30	215	32	-1										
	306	33	30	217	36	-1										
	308	33	30	213	38	-1										
	308	33	30	216	38	-1										
	306	33	30	214	35	-1										
end																
//------------------------------------------------------------																
//벚꽃이벤트 NPC 추가 (김서영 08.03.21) 시즌4 체험서버 (최현준 08.07.15) 시즌4.5 테섭 (김서영 09.0319)																
//------------------------------------------------------------																
0																
	450	3	0	179	126	1	//벚꽃의정령									
	451	3	0	179	129	3	//벚꽃나무									
end																
//------------------------------------------------------------										
//일본여름이벤트(2009) (칸투르)										
//------------------------------------------------------------										
3										
//	463	37	30	1	1	255	255	-1	50	// 불꽃유령
end										
//------------------------------------------------------------										
//일본여름이벤트(2009)  (아이다)										
//------------------------------------------------------------										
3										
//	463	33	30	1	1	255	255	-1	50	// 불꽃유령
end										
//------------------------------------------------------------										
//일본여름이벤트(2009)  (타르칸)										
//------------------------------------------------------------										
3										
//	463	8	30	1	1	255	255	-1	50	// 불꽃유령
end										
//------------------------------------------------------------										
//일본여름이벤트(2009) (로스트타워)										
//------------------------------------------------------------										
3										
//	463	4	30	1	1	255	255	-1	50	// 불꽃유령
end										
//------------------------------------------------------------										
//일본여름이벤트(2009)  (아틀란스)										
//------------------------------------------------------------										
3										
//	463	7	30	1	1	255	255	-1	30	// 불꽃유령
end										
//------------------------------------------------------------										
//일본여름이벤트(2009)  (라클리온)										
//------------------------------------------------------------										
3										
//	463	57	30	1	1	255	255	-1	30	// 불꽃유령
end										
// 소켓시스템 NPC																
0																
	452	51	0	46	243	1	// 시드마스터									
	453	51	0	50	243	1	// 시드연구가									
end																
//라클리온																
// 타입	맵번호	이동범위	시작X	시작Y	방향											
2																
	454	57	30	203	204	-1										
	454	57	30	196	203	-1										
	454	57	30	188	203	-1										
	454	57	30	179	204	-1										
	455	57	30	171	207	-1										
	455	57	30	174	214	-1										
	455	57	30	164	212	-1										
	456	57	30	168	217	-1										
	456	57	30	157	217	-1										
	456	57	30	153	210	-1										
	456	57	30	172	188	-1										
	456	57	30	166	187	-1										
	456	57	30	162	182	-1										
	457	57	30	149	197	-1										
	457	57	30	153	194	-1										
	457	57	30	143	214	-1										
	458	57	30	120	181	-1										
	458	57	30	134	184	-1										
	458	57	30	111	219	-1										
	458	57	30	101	217	-1										
	458	57	30	90	213	-1										
	458	57	30	98	178	-1										
	458	57	30	123	142	-1										
	458	57	30	143	135	-1										
	458	57	30	144	107	-1										
	458	57	30	127	99	-1										
	458	57	30	161	135	-1										
	458	57	30	191	144	-1										
	458	57	30	189	102	-1										
	458	57	30	196	104	-1										
	458	57	30	220	92	-1										
	458	57	30	233	113	-1										
	458	57	30	232	140	-1										
	458	57	30	222	81	-1										
	458	57	30	203	28	-1										
	458	57	30	211	33	-1										
	458	57	30	215	42	-1										
	458	57	30	203	49	-1										
	457	57	30	207	26	-1										
	457	57	30	210	39	-1										
	457	57	30	225	89	-1										
	457	57	30	212	95	-1										
	457	57	30	196	120	-1										
	457	57	30	185	140	-1										
	457	57	30	133	99	-1										
	457	57	30	130	135	-1										
	456	57	30	192	110	-1										
	456	57	30	197	132	-1										
	456	57	30	202	149	-1										
	456	57	30	152	136	-1										
	456	57	30	136	137	-1										
	456	57	30	136	106	-1										
	456	57	30	116	148	-1										
	456	57	30	95	195	-1										
	455	57	30	142	126	-1										
	455	57	30	223	150	-1										
	454	57	30	204	104	-1										
	454	57	30	154	129	-1										
	454	57	30	141	113	-1										
	562	57	30	114	101	-1										
	562	57	30	105	107	-1										
	562	57	30	102	109	-1										
	562	57	30	109	101	-1										
	562	57	30	92	117	-1										
	562	57	30	87	116	-1										
	563	57	30	33	95	-1										
	563	57	30	34	79	-1										
	563	57	30	37	88	-1										
	563	57	30	58	156	-1										
	563	57	30	65	143	-1										
	563	57	30	38	145	-1										
	563	57	30	70	101	-1										
	563	57	30	62	88	-1										
	563	57	30	73	87	-1										
	563	57	30	33	220	-1										
	563	57	30	47	195	-1										
	563	57	30	98	31	-1										
	563	57	30	123	45	-1										
	563	57	30	140	23	-1										
	563	57	30	39	148	-1										
	563	57	30	68	139	-1										
	563	57	30	57	159	-1										
	563	57	30	32	89	-1										
	564	57	30	123	40	-1										
	564	57	30	117	42	-1										
	564	57	30	37	222	-1										
	564	57	30	52	199	-1										
	564	57	30	34	146	-1										
	564	57	30	63	159	-1										
	564	57	30	62	135	-1										
	564	57	30	60	93	-1										
	564	57	30	33	115	-1										
	564	57	30	59	36	-1										
	564	57	30	64	32	-1										
	565	57	30	127	43	-1										
	565	57	30	140	32	-1										
	565	57	30	135	29	-1										
	565	57	30	101	23	-1										
	565	57	30	93	26	-1										
	565	57	30	64	39	-1										
	565	57	30	91	31	-1										
	565	57	30	70	95	-1										
	565	57	30	34	121	-1										
	565	57	30	30	119	-1										
	565	57	30	33	224	-1										
	565	57	30	52	191	-1										
	563	57	30	38	227	-1										
	563	57	30	26	216	-1										
	563	57	30	49	219	-1										
	563	57	30	29	195	-1										
	563	57	30	71	120	-1										
	563	57	30	37	133	-1										
	564	57	30	35	68	-1										
	564	57	30	46	47	-1										
	564	57	30	107	37	-1										
	564	57	30	28	199	-1										
	565	57	30	32	195	-1										
	565	57	30	31	51	-1										
	565	57	30	37	46	-1										
	565	57	30	66	137	-1										
end																
//라클리온 부화장																
0																
459	58	0	145	31	-1	// 보스 세루판										
460	58	0	141	27	0	// 거미알										
461	58	0	141	28	0											
462	58	0	142	28	0											
460	58	0	146	34	0											
462	58	0	147	34	0											
461	58	0	146	33	0											
460	58	0	152	31	0											
460	58	0	152	30	0											
461	58	0	151	30	0											
462	58	0	146	29	0											
462	58	0	146	30	0											
461	58	0	147	29	0											
460	58	0	145	24	0											
460	58	0	144	24	0											
461	58	0	144	25	0											
end																
// 세루판이 소환하는 몬스터 (10마리)																
0																
457	58	30	144	25	-1	//쿨러틴										
457	58	30	144	29	-1											
457	58	30	144	32	-1											
457	58	30	144	35	-1											
457	58	30	144	38	-1											
457	58	30	153	24	-1											
457	58	30	153	28	-1											
457	58	30	153	32	-1											
457	58	30	153	35	-1											
457	58	30	153	38	-1											
end																
//시즌4 체험서버용 NPC 추가 (최현준 08.07.14)																
0																
//464	3	0	170	119	1	//초기화 도우미										
end																
//상용화 7주년 이벤트 NPC 추가 (홍승욱 2008-11-07)																
0																
478	2	0	191	17	3	//상용화 7주년 이벤트 NPC 델가도										
end																
//국내 크리스마스 이벤트 NPC 추가 (홍승욱 2008.11.27)																
0																
467	62	0	202	41	1	//눈사람										
//465	62	0	234	38	1	//산타클로스										
468	62	0	222	24	1	//대셔										
469	62	0	202	33	1	//커미트										
470	62	0	192	24	1	//댄서										
471	62	0	207	9	1	//큐피드										
472	62	0	225	11	1	//프랜서										
473	62	0	232	13	1	//도너										
474	62	0	216	19	1	//빅선										
475	62	0	193	27	1	//블리즌										
end																
//카오스카드마스터 NPC																
0																
375	0	0	132	161	3	//카오스카드마스터										
end																
//불카누스 문지기 타이투스 추가 (홍승욱 2009-02-18)																
0																
479	63	0	122	135	1											
end																
//불카누스 몬스터 추가																
// 타입	맵번호	이동범위	시작X	시작Y	방향											
2																
480	63	30	107	60	-1											
480	63	30	115	60	-1											
480	63	30	115	67	-1											
480	63	30	73	78	-1											
480	63	30	78	85	-1											
480	63	30	85	81	-1											
480	63	30	112	84	-1											
480	63	30	118	82	-1											
480	63	30	117	88	-1											
480	63	30	88	59	-1											
480	63	30	91	66	-1											
480	63	30	95	26	-1											
480	63	30	100	30	-1											
480	63	30	79	44	-1											
480	63	30	85	43	-1											
480	63	30	73	20	-1											
480	63	30	79	23	-1											
480	63	30	41	18	-1											
480	63	30	50	14	-1											
480	63	30	33	44	-1											
480	63	30	35	38	-1											
480	63	30	32	62	-1											
480	63	30	37	61	-1											
480	63	30	33	81	-1											
480	63	30	39	88	-1											
480	63	30	33	91	-1											
480	63	30	55	64	-1											
480	63	30	65	68	-1											
480	63	30	100	80	-1											
480	63	30	99	72	-1											
480	63	30	46	42	-1											
480	63	30	55	39	-1											
480	63	30	68	58	-1											
480	63	30	97	20	-1											
482	63	30	79	78	-1											
482	63	30	110	65	-1											
482	63	30	99	24	-1											
482	63	30	81	40	-1											
482	63	30	72	24	-1											
482	63	30	38	42	-1											
482	63	30	28	59	-1											
482	63	30	31	86	-1											
482	63	30	57	68	-1											
482	63	30	62	63	-1											
482	63	30	76	63	-1											
482	63	30	92	60	-1											
482	63	30	82	18	-1											
482	63	30	47	54	-1											
482	63	30	40	73	-1											
482	63	30	44	24	-1											
482	63	30	48	19	-1											
482	63	30	53	22	-1											
482	63	30	27	139	-1											
482	63	30	55	145	-1											
482	63	30	63	139	-1											
482	63	30	64	159	-1											
482	63	30	90	180	-1											
482	63	30	29	175	-1											
482	63	30	36	198	-1											
482	63	30	67	185	-1											
482	63	30	50	159	-1											
484	63	30	29	132	-1											
484	63	30	35	141	-1											
484	63	30	33	178	-1											
484	63	30	35	172	-1											
484	63	30	34	155	-1											
484	63	30	56	138	-1											
484	63	30	60	143	-1											
484	63	30	63	165	-1											
484	63	30	69	161	-1											
484	63	30	68	169	-1											
484	63	30	72	144	-1											
484	63	30	97	182	-1											
484	63	30	93	177	-1											
484	63	30	59	179	-1											
484	63	30	84	165	-1											
484	63	30	35	221	-1											
484	63	30	44	227	-1											
484	63	30	46	218	-1											
484	63	30	41	202	-1											
484	63	30	59	210	-1											
484	63	30	69	215	-1											
484	63	30	82	217	-1											
484	63	30	80	200	-1											
484	63	30	84	207	-1											
484	63	30	86	199	-1											
484	63	30	94	216	-1											
484	63	30	101	220	-1											
484	63	30	72	223	-1											
484	63	30	37	204	-1											
484	63	30	32	205	-1											
484	63	30	64	202	-1											
484	63	30	73	177	-1											
484	63	30	140	215	-1											
484	63	30	147	195	-1											
484	63	30	165	195	-1											
484	63	30	179	183	-1											
484	63	30	190	184	-1											
484	63	30	182	227	-1											
484	63	30	208	225	-1											
484	63	30	229	196	-1											
484	63	30	232	210	-1											
484	63	30	218	227	-1											
484	63	30	222	179	-1											
486	63	30	137	202	-1											
486	63	30	154	204	-1											
486	63	30	148	214	-1											
486	63	30	133	213	-1											
486	63	30	156	188	-1											
486	63	30	176	193	-1											
486	63	30	185	173	-1											
486	63	30	193	178	-1											
486	63	30	201	190	-1											
486	63	30	228	182	-1											
486	63	30	232	191	-1											
486	63	30	236	203	-1											
486	63	30	226	203	-1											
486	63	30	174	228	-1											
486	63	30	178	223	-1											
486	63	30	189	224	-1											
486	63	30	207	219	-1											
486	63	30	211	231	-1											
486	63	30	218	221	-1											
486	63	30	208	208	-1											
486	63	30	173	111	-1											
486	63	30	179	108	-1											
486	63	30	193	125	-1											
486	63	30	198	113	-1											
486	63	30	199	107	-1											
486	63	30	209	132	-1											
486	63	30	215	113	-1											
486	63	30	234	118	-1											
486	63	30	241	126	-1											
486	63	30	204	143	-1											
487	63	30	178	115	-1											
487	63	30	195	106	-1											
487	63	30	204	124	-1											
487	63	30	216	127	-1											
487	63	30	218	116	-1											
487	63	30	240	119	-1											
487	63	30	236	122	-1											
487	63	30	202	134	-1											
487	63	30	185	123	-1											
487	63	30	219	136	-1											
489	63	30	178	73	-1											
489	63	30	152	56	-1											
489	63	30	160	50	-1											
489	63	30	157	31	-1											
489	63	30	150	18	-1											
489	63	30	188	15	-1											
489	63	30	196	12	-1											
489	63	30	194	25	-1											
489	63	30	207	28	-1											
489	63	30	214	26	-1											
489	63	30	212	51	-1											
489	63	30	217	44	-1											
489	63	30	234	50	-1											
489	63	30	237	66	-1											
489	63	30	233	61	-1											
489	63	30	211	66	-1											
489	63	30	222	66	-1											
489	63	30	183	63	-1											
489	63	30	186	39	-1											
489	63	30	175	46	-1											
489	63	30	170	27	-1											
489	63	30	143	78	-1											
489	63	30	152	89	-1											
489	63	30	184	70	-1											
489	63	30	195	61	-1											
490	63	30	193	19	-1											
490	63	30	209	23	-1											
490	63	30	216	50	-1											
490	63	30	237	52	-1											
490	63	30	235	58	-1											
490	63	30	205	66	-1											
490	63	30	174	68	-1											
490	63	30	161	57	-1											
490	63	30	154	52	-1											
490	63	30	151	12	-1											
490	63	30	162	32	-1											
490	63	30	191	42	-1											
490	63	30	215	61	-1											
490	63	30	164	78	-1											
484	63	30	106	228	-1											
484	63	30	143	224	-1											
484	63	30	199	226	-1											
484	63	30	184	180	-1											
480	63	30	65	49	-1											
480	63	30	27	98	-1											
480	63	30	38	55	-1											
480	63	30	97	35	-1											
480	63	30	104	77	-1											
480	63	30	89	87	-1											
480	63	30	71	90	-1											
480	63	30	52	57	-1											
480	63	30	60	76	-1											
480	63	30	73	43	-1											
480	63	30	61	38	-1											
480	63	30	47	85	-1											
480	63	30	82	64	-1											
480	63	30	121	72	-1											
482	63	30	35	132	-1											
482	63	30	35	149	-1											
482	63	30	51	152	-1											
482	63	30	59	132	-1											
482	63	30	80	152	-1											
482	63	30	53	175	-1											
482	63	30	45	164	-1											
482	63	30	33	212	-1											
482	63	30	39	230	-1											
482	63	30	57	203	-1											
484	63	30	144	206	-1											
484	63	30	166	203	-1											
486	63	30	138	195	-1											
486	63	30	218	200	-1											
487	63	30	211	149	-1											
489	63	30	179	56	-1											
489	63	30	195	47	-1											
489	63	30	166	42	-1											
489	63	30	165	11	-1											
489	63	30	154	64	-1											
489	63	30	158	86	-1											
487	63	30	198	129	-1											
487	63	30	205	118	-1											
486	63	30	230	125	-1											
484	63	30	100	213	-1											
484	63	30	75	218	-1											
487	63	30	225	189	-1											
487	63	30	213	183	-1											
482	63	30	91	12	-1											
end																
// 범위지정 몬스터																
// 타입	맵번호	이동범위	시작X	시작Y	종료X	종료Y	방향	개수								
1																
481	63	30	64	54	124	89	-1	3	//좀비 투사							
481	63	30	65	12	105	47	-1	3	//좀비 투사							
481	63	30	22	10	64	98	-1	4	//좀비 투사							
483	63	30	21	128	77	186	-1	4	//되살아난 검투사							
483	63	30	28	189	105	232	-1	4	//되살아난 검투사							
485	63	30	123	186	174	219	-1	2	//잿더미 도살자							
485	63	30	172	215	230	234	-1	2	//잿더미 도살자							
485	63	30	175	171	238	194	-1	2	//잿더미 도살자							
485	63	30	203	195	243	214	-1	1	//잿더미 도살자							
488	63	30	198	106	226	148	-1	3	//잔혹한 피의 암살자							
488	63	30	228	107	248	133	-1	1	//잔혹한 피의 암살자							
488	63	30	168	101	198	131	-1	1	//잔혹한 피의 암살자							
491	63	30	143	8	178	63	-1	2	//포악한 용암 거인							
491	63	30	182	13	210	70	-1	2	//포악한 용암 거인							
491	63	30	211	39	244	72	-1	1	//포악한 용암 거인							
end																
// 겜블 NPC 추가																
0																
492	51	0	22	225	2	//모스										
end																
//제국 수호군 몬스터 추가																
//제국 수호군 맵 입장용 NPC (보좌관 제린트)																
0																
522	2	0	229	221	1	//보좌관 제린트										
end																
//요일별 번호 - 1:일요일, 2:월요일, 3:화요일, 4:수요일, 5:목요일, 6:금요일, 7:토요일, 8:일요일																
//1번맵(월요일)																
// 타입	맵번호	이동범위	시작X	시작Y	방향	에어리어	요일									
5																
520	69	0	225	40	1	0	2									
520	69	0	232	40	1	0	2									
520	69	0	239	40	1	0	2									
519	69	0	225	48	1	0	2									
519	69	0	232	48	1	0	2									
519	69	0	239	48	1	0	2									
512	69	0	232	45	1	0	2	//병참장교								
518	69	0	187	21	3	1	2									
518	69	0	185	26	3	1	2									
518	69	0	187	31	3	1	2									
519	69	0	179	19	3	1	2									
519	69	0	177	26	3	1	2									
519	69	0	179	33	3	1	2									
513	69	0	173	26	3	1	2	//전투교관								
521	69	0	174	89	1	2	2									
521	69	0	186	90	1	2	2									
521	69	0	180	91	1	2	2									
508	69	0	180	95	1	2	2	//제1군단장 데슬러								
519	69	0	174	95	1	2	2									
